"","errorrate","iterations","density","l","c","m","gamma","erasures","maxiterations","tests","efficiency","fsum","fcorrupt","pcons","pdes","degree","activities","alphabetsize","winners","poolsize","efficacy","refficacy","retrievedproportion","eta","aeta","peta","paeta"
"654",1,1,0.114924839564732,256,8,8000,1,6,1,1000,0.226851177609418,"sum_of_sum!","erase_clusters!",0,0,0,1,256,0,1,0,0,0,0,0,0,0
"655",0.94,1,0.128385816301618,256,8,9000,1,5,1,1000,0.254374158818414,"sum_of_sum!","erase_clusters!",0,0,0,1,256,0,1,0.0152624495291049,0.0406998654109463,540,0.0152624495291049,0.0188337053571429,0.0406998654109463,0.0502232142857143
"656",1,1,0.128280639648438,256,8,9000,1,6,1,1000,0.254374158818414,"sum_of_sum!","erase_clusters!",0,0,0,1,256,0,1,0,0,0,0,0,0,0
"657",0.962,1,0.141556876046317,256,8,10000,1,5,1,1000,0.281809603121352,"sum_of_sum!","erase_clusters!",0,0,0,1,256,0,1,0.0107087649186114,0.0285567064496303,380,0.0107087649186114,0.0132533482142857,0.0285567064496303,0.0353422619047619
"658",1,1,0.141406467982701,256,8,10000,1,6,1,1000,0.281809603121352,"sum_of_sum!","erase_clusters!",0,0,0,1,256,0,1,0,0,0,0,0,0,0
"659",0.988,1,0.154528481619699,256,8,11000,1,5,1,1000,0.309166295222531,"sum_of_sum!","erase_clusters!",0,0,0,1,256,0,1,0.00370999554267038,0.00989332144712101,132,0.00370999554267038,0.00460379464285715,0.00989332144712101,0.0122767857142857
"660",1,1,0.154413495744978,256,8,11000,1,6,1,1000,0.309166295222531,"sum_of_sum!","erase_clusters!",0,0,0,1,256,0,1,0,0,0,0,0,0,0
"661",0.999,1,0.167218889508929,256,8,12000,1,5,1,1000,0.33645141523928,"sum_of_sum!","erase_clusters!",0,0,0,1,256,0,1,0.000336451415239281,0.000897203773971415,12,0.000336451415239281,0.000418526785714286,0.000897203773971415,0.00111607142857143
"662",1,1,0.1671998160226,256,8,12000,1,6,1,1000,0.33645141523928,"sum_of_sum!","erase_clusters!",0,0,0,1,256,0,1,0,0,0,0,0,0,0
"663",0.999,1,0.179764338902065,256,8,13000,1,5,1,1000,0.363670942014181,"sum_of_sum!","erase_clusters!",0,0,0,1,256,0,1,0.000363670942014182,0.000969789178704484,13,0.000363670942014182,0.000453404017857143,0.000969789178704484,0.00120907738095238
"664",1,1,0.179968697684152,256,8,13000,1,6,1,1000,0.363670942014181,"sum_of_sum!","erase_clusters!",0,0,0,1,256,0,1,0,0,0,0,0,0,0
"665",1,1,0.192116873604911,256,8,14000,1,5,1,1000,0.390829931589358,"sum_of_sum!","erase_clusters!",0,0,0,1,256,0,1,0,0,0,0,0,0,0
"666",1,1,0.192362104143415,256,8,14000,1,6,1,1000,0.390829931589358,"sum_of_sum!","erase_clusters!",0,0,0,1,256,0,1,0,0,0,0,0,0,0
"667",1,1,0.204547882080078,256,8,15000,1,5,1,1000,0.417932715713469,"sum_of_sum!","erase_clusters!",0,0,0,1,256,0,1,0,0,0,0,0,0,0
"668",1,1,0.204656328473772,256,8,15000,1,6,1,1000,0.417932715713469,"sum_of_sum!","erase_clusters!",0,0,0,1,256,0,1,0,0,0,0,0,0,0
"669",1,1,0.216776166643415,256,8,16000,1,5,1,1000,0.444983047183122,"sum_of_sum!","erase_clusters!",0,0,0,1,256,0,1,0,0,0,0,0,0,0
"670",1,1,0.216734749930246,256,8,16000,1,6,1,1000,0.444983047183122,"sum_of_sum!","erase_clusters!",0,0,0,1,256,0,1,0,0,0,0,0,0,0
"671",1,1,0.228267124720982,256,8,17000,1,5,1,1000,0.471984208711618,"sum_of_sum!","erase_clusters!",0,0,0,1,256,0,1,0,0,0,0,0,0,0
"672",1,1,0.228512355259487,256,8,17000,1,6,1,1000,0.471984208711618,"sum_of_sum!","erase_clusters!",0,0,0,1,256,0,1,0,0,0,0,0,0,0
"673",1,1,0.240306854248047,256,8,18000,1,5,1,1000,0.49893909609665,"sum_of_sum!","erase_clusters!",0,0,0,1,256,0,1,0,0,0,0,0,0,0
"674",1,1,0.240208217075893,256,8,18000,1,6,1,1000,0.49893909609665,"sum_of_sum!","erase_clusters!",0,0,0,1,256,0,1,0,0,0,0,0,0,0
"675",1,1,0.251647404261998,256,8,19000,1,5,1,1000,0.525850282852169,"sum_of_sum!","erase_clusters!",0,0,0,1,256,0,1,0,0,0,0,0,0,0
"676",1,1,0.251682281494141,256,8,19000,1,6,1,1000,0.525850282852169,"sum_of_sum!","erase_clusters!",0,0,0,1,256,0,1,0,0,0,0,0,0,0
"677",1,1,0.263086591448103,256,8,20000,1,5,1,1000,0.552720071198061,"sum_of_sum!","erase_clusters!",0,0,0,1,256,0,1,0,0,0,0,0,0,0
"678",1,1,0.263139452253069,256,8,20000,1,6,1,1000,0.552720071198061,"sum_of_sum!","erase_clusters!",0,0,0,1,256,0,1,0,0,0,0,0,0,0
"679",1,1,0.274198804582868,256,8,21000,1,5,1,1000,0.579550532828054,"sum_of_sum!","erase_clusters!",0,0,0,1,256,0,1,0,0,0,0,0,0,0
"680",1,1,0.274406433105469,256,8,21000,1,6,1,1000,0.579550532828054,"sum_of_sum!","erase_clusters!",0,0,0,1,256,0,1,0,0,0,0,0,0,0
"681",1,1,0.284969874790737,256,8,22000,1,5,1,1000,0.606343541895956,"sum_of_sum!","erase_clusters!",0,0,0,1,256,0,1,0,0,0,0,0,0,0
"682",1,1,0.285111563546317,256,8,22000,1,6,1,1000,0.606343541895956,"sum_of_sum!","erase_clusters!",0,0,0,1,256,0,1,0,0,0,0,0,0,0
"683",1,1,0.296136038643973,256,8,23000,1,5,1,1000,0.63310080199294,"sum_of_sum!","erase_clusters!",0,0,0,1,256,0,1,0,0,0,0,0,0,0
"684",1,1,0.296026502336775,256,8,23000,1,6,1,1000,0.63310080199294,"sum_of_sum!","erase_clusters!",0,0,0,1,256,0,1,0,0,0,0,0,0,0
"685",1,1,0.306515829903739,256,8,24000,1,5,1,1000,0.659823868424989,"sum_of_sum!","erase_clusters!",0,0,0,1,256,0,1,0,0,0,0,0,0,0
"686",1,1,0.306677682059152,256,8,24000,1,6,1,1000,0.659823868424989,"sum_of_sum!","erase_clusters!",0,0,0,1,256,0,1,0,0,0,0,0,0,0
"687",1,1,0.317348480224609,256,8,25000,1,5,1,1000,0.686514166771523,"sum_of_sum!","erase_clusters!",0,0,0,1,256,0,1,0,0,0,0,0,0,0
"688",1,1,0.317256927490234,256,8,25000,1,6,1,1000,0.686514166771523,"sum_of_sum!","erase_clusters!",0,0,0,1,256,0,1,0,0,0,0,0,0,0
"689",0.978,1,0.0592160906110491,256,8,1000,1,7,1,1000,0.0604842285211883,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.00133065302746614,0.0106452242197292,22,0.00133065302746614,0.00143814425053578,0.0106452242197292,0.0115051540042862
"690",0.019,2.021,0.0592215401785714,256,8,1000,1,7,4,1000,0.0604842285211883,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.0593350281792858,0.474680225434286,981,0.0593350281792858,0.0641281595352545,0.474680225434286,0.513025276282036
"691",0,1,0.0591991969517299,256,8,1000,1,1,1,1000,0.0604842285211883,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.0604842285211883,0.0691248325956438,1000,0.0604842285211883,0.0653701932061718,0.0691248325956438,0.0747087922356249
"692",0,1,0.0592498779296875,256,8,1000,1,1,4,1000,0.0604842285211883,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.0604842285211883,0.0691248325956438,1000,0.0604842285211883,0.0653701932061718,0.0691248325956438,0.0747087922356249
"693",0,1,0.0592591421944754,256,8,1000,1,2,1,1000,0.0604842285211883,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.0604842285211883,0.0806456380282511,1000,0.0604842285211883,0.0653701932061718,0.0806456380282511,0.087160257608229
"694",0,1,0.0591708592006138,256,8,1000,1,2,4,1000,0.0604842285211883,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.0604842285211883,0.0806456380282511,1000,0.0604842285211883,0.0653701932061718,0.0806456380282511,0.087160257608229
"695",0,1,0.0592476981026786,256,8,1000,1,3,1,1000,0.0604842285211883,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.0604842285211883,0.0967747656339013,1000,0.0604842285211883,0.0653701932061718,0.0967747656339013,0.104592309129875
"696",0,1,0.0591773986816406,256,8,1000,1,3,4,1000,0.0604842285211883,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.0604842285211883,0.0967747656339013,1000,0.0604842285211883,0.0653701932061718,0.0967747656339013,0.104592309129875
"697",1,1,0.114896501813616,256,8,2000,1,7,1,1000,0.119878543537912,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0,0,0,0,0,0,0
"698",0.046,2.394,0.115006038120815,256,8,2000,1,7,4,1000,0.119878543537912,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.114364130535168,0.914913044281347,1908,0.114364130535168,0.124726328637376,0.914913044281347,0.997810629099006
"699",0,1,0.114952087402344,256,8,2000,1,1,1,1000,0.119878543537912,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.119878543537912,0.137004049757614,2000,0.119878543537912,0.130740386412344,0.137004049757614,0.14941758447125
"700",0,1,0.114922114780971,256,8,2000,1,1,4,1000,0.119878543537912,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.119878543537912,0.137004049757614,2000,0.119878543537912,0.130740386412344,0.137004049757614,0.14941758447125
"701",0,1,0.114998408726283,256,8,2000,1,2,1,1000,0.119878543537912,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.119878543537912,0.15983805805055,2000,0.119878543537912,0.130740386412344,0.15983805805055,0.174320515216458
"702",0,1,0.114950452532087,256,8,2000,1,2,4,1000,0.119878543537912,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.119878543537912,0.15983805805055,2000,0.119878543537912,0.130740386412344,0.15983805805055,0.174320515216458
"703",0,1,0.114925929478237,256,8,2000,1,3,1,1000,0.119878543537912,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.119878543537912,0.19180566966066,2000,0.119878543537912,0.130740386412344,0.19180566966066,0.20918461825975
"704",0,1,0.115011487688337,256,8,2000,1,3,4,1000,0.119878543537912,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.119878543537912,0.19180566966066,2000,0.119878543537912,0.130740386412344,0.19180566966066,0.20918461825975
"705",1,1,0.167205810546875,256,8,3000,1,7,1,1000,0.178861477513157,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0,0,0,0,0,0,0
"706",0.161,3.385,0.167259761265346,256,8,3000,1,7,4,1000,0.178861477513157,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.150064779633539,1.20051823706831,2517,0.150064779633539,0.164536776299934,1.20051823706831,1.31629421039948
"707",0,1,0.167320796421596,256,8,3000,1,1,1,1000,0.178861477513157,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.178861477513157,0.204413117157894,3000,0.178861477513157,0.196110579618515,0.204413117157894,0.224126376706875
"708",0,1,0.167372022356306,256,8,3000,1,1,4,1000,0.178861477513157,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.178861477513157,0.204413117157894,3000,0.178861477513157,0.196110579618515,0.204413117157894,0.224126376706875
"709",0,1,0.167299543108259,256,8,3000,1,2,1,1000,0.178861477513157,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.178861477513157,0.238481970017542,3000,0.178861477513157,0.196110579618515,0.238481970017542,0.261480772824687
"710",0,1,0.167105538504464,256,8,3000,1,2,4,1000,0.178861477513157,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.178861477513157,0.238481970017542,3000,0.178861477513157,0.196110579618515,0.238481970017542,0.261480772824687
"711",0,1,0.167157854352679,256,8,3000,1,3,1,1000,0.178861477513157,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.178861477513157,0.286178364021051,3000,0.178861477513157,0.196110579618515,0.286178364021051,0.313776927389625
"712",0,1,0.167295183454241,256,8,3000,1,3,4,1000,0.178861477513157,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.178861477513157,0.286178364021051,3000,0.178861477513157,0.196110579618515,0.286178364021051,0.313776927389625
"713",1,1,0.216717856270926,256,8,4000,1,7,1,1000,0.237577260066896,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0,0,0,0,0,0,0
"714",0.798,3.971,0.216676439557757,256,8,4000,1,7,4,1000,0.237577260066896,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.047990606533513,0.383924852268104,808,0.047990606533513,0.0528191161105868,0.383924852268104,0.422552928884694
"715",0,1,0.216681889125279,256,8,4000,1,1,1,1000,0.237577260066896,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.237577260066896,0.271516868647881,4000,0.237577260066896,0.261480772824687,0.271516868647881,0.2988351689425
"716",0,1,0.216763087681362,256,8,4000,1,1,4,1000,0.237577260066896,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.237577260066896,0.271516868647881,4000,0.237577260066896,0.261480772824687,0.271516868647881,0.2988351689425
"717",0,1,0.216818128313337,256,8,4000,1,2,1,1000,0.237577260066896,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.237577260066896,0.316769680089195,4000,0.237577260066896,0.261480772824687,0.316769680089195,0.348641030432916
"718",0,1,0.216621398925781,256,8,4000,1,2,4,1000,0.237577260066896,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.237577260066896,0.316769680089195,4000,0.237577260066896,0.261480772824687,0.316769680089195,0.348641030432916
"719",0,1,0.216656821114676,256,8,4000,1,3,1,1000,0.237577260066896,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.237577260066896,0.380123616107034,4000,0.237577260066896,0.261480772824687,0.380123616107034,0.418369236519499
"720",0,1,0.216698237827846,256,8,4000,1,3,4,1000,0.237577260066896,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.237577260066896,0.380123616107034,4000,0.237577260066896,0.261480772824687,0.380123616107034,0.418369236519499
"721",1,1,0.263193947928292,256,8,5000,1,7,1,1000,0.29609439063841,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0,0,0,0,0,0,0
"722",0.996,4,0.2629759652274,256,8,5000,1,7,4,1000,0.29609439063841,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.00118437756255364,0.00947502050042912,20,0.00118437756255364,0.00130740386412344,0.00947502050042912,0.0104592309129875
"723",0,1,0.263241359165737,256,8,5000,1,1,1,1000,0.29609439063841,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.29609439063841,0.33839358930104,5000,0.29609439063841,0.326850966030859,0.33839358930104,0.373543961178124
"724",0,1,0.263099670410156,256,8,5000,1,1,4,1000,0.29609439063841,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.29609439063841,0.33839358930104,5000,0.29609439063841,0.326850966030859,0.33839358930104,0.373543961178124
"725",0,1,0.26277106148856,256,8,5000,1,2,1,1000,0.29609439063841,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.29609439063841,0.394792520851213,5000,0.29609439063841,0.326850966030859,0.394792520851213,0.435801288041145
"726",0,1,0.262887137276786,256,8,5000,1,2,4,1000,0.29609439063841,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.29609439063841,0.394792520851213,5000,0.29609439063841,0.326850966030859,0.394792520851213,0.435801288041145
"727",0.001,1,0.263104575020926,256,8,5000,1,3,1,1000,0.29609439063841,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.295798296247771,0.473277273996434,4995,0.295798296247771,0.326524115064828,0.473277273996434,0.522438584103725
"728",0,1.002,0.263028281075614,256,8,5000,1,3,4,1000,0.29609439063841,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.29609439063841,0.473751025021456,5000,0.29609439063841,0.326850966030859,0.473751025021456,0.522961545649374
"729",1,1,0.306690761021205,256,8,6000,1,7,1,1000,0.354453214512921,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0,0,0,0,0,0,0
"730",1,4,0.30627931867327,256,8,6000,1,7,4,1000,0.354453214512921,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0,0,0,0,0,0,0
"731",0,1,0.306692940848214,256,8,6000,1,1,1,1000,0.354453214512921,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.354453214512921,0.405089388014767,6000,0.354453214512921,0.392221159237031,0.405089388014767,0.448252753413749
"732",0,1,0.306666237967355,256,8,6000,1,1,4,1000,0.354453214512921,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.354453214512921,0.405089388014767,6000,0.354453214512921,0.392221159237031,0.405089388014767,0.448252753413749
"733",0,1,0.306398119245257,256,8,6000,1,2,1,1000,0.354453214512921,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.354453214512921,0.472604286017228,6000,0.354453214512921,0.392221159237031,0.472604286017228,0.522961545649374
"734",0,1,0.306680406842913,256,8,6000,1,2,4,1000,0.354453214512921,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.354453214512921,0.472604286017228,6000,0.354453214512921,0.392221159237031,0.472604286017228,0.522961545649374
"735",0.00700000000000001,1,0.306592668805804,256,8,6000,1,3,1,1000,0.354453214512921,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.35197204201133,0.563155267218128,5958,0.35197204201133,0.389475611122372,0.563155267218128,0.623160977795794
"736",0,1.009,0.306478227887835,256,8,6000,1,3,4,1000,0.354453214512921,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.354453214512921,0.567125143220673,6000,0.354453214512921,0.392221159237031,0.567125143220673,0.627553854779249
"737",1,1,0.347543443952288,256,8,7000,1,7,1,1000,0.412680390503506,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0,0,0,0,0,0,0
"738",1,4,0.347929273332868,256,8,7000,1,7,4,1000,0.412680390503506,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0,0,0,0,0,0,0
"739",0,1,0.347522735595703,256,8,7000,1,1,1,1000,0.412680390503506,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.412680390503506,0.471634732004007,7000,0.412680390503506,0.457591352443202,0.471634732004007,0.522961545649374
"740",0.001,1.003,0.347552708217076,256,8,7000,1,1,4,1000,0.412680390503506,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.412267710113003,0.471163097272003,6993,0.412267710113003,0.457133761090759,0.471163097272003,0.522438584103725
"741",0.005,1,0.347637176513672,256,8,7000,1,2,1,1000,0.412680390503506,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.410616988550989,0.547489318067985,6965,0.410616988550989,0.455303395680986,0.547489318067985,0.607071194241315
"742",0,1.001,0.347714015415737,256,8,7000,1,2,4,1000,0.412680390503506,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.412680390503506,0.550240520671342,7000,0.412680390503506,0.457591352443202,0.550240520671342,0.610121803257603
"743",0.027,1,0.347662244524275,256,8,7000,1,3,1,1000,0.412680390503506,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.401538019959912,0.642460831935859,6811,0.401538019959912,0.445236385927236,0.642460831935859,0.712378217483578
"744",0,1.03,0.347673688616071,256,8,7000,1,3,4,1000,0.412680390503506,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.412680390503506,0.66028862480561,7000,0.412680390503506,0.457591352443202,0.66028862480561,0.732146163909124
"745",1,1,0.386434282575335,256,8,8000,1,7,1,1000,0.470794866115935,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0,0,0,0,0,0,0
"746",1,4,0.386398315429688,256,8,8000,1,7,4,1000,0.470794866115935,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0,0,0,0,0,0,0
"747",0,1,0.386444091796875,256,8,8000,1,1,1,1000,0.470794866115935,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.470794866115935,0.538051275561069,8000,0.470794866115935,0.522961545649374,0.538051275561069,0.597670337884999
"748",0,1,0.386386871337891,256,8,8000,1,1,4,1000,0.470794866115935,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.470794866115935,0.538051275561069,8000,0.470794866115935,0.522961545649374,0.538051275561069,0.597670337884999
"749",0.005,1,0.386441367013114,256,8,8000,1,2,1,1000,0.470794866115935,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.468440891785356,0.624587855713807,7960,0.468440891785356,0.520346737921127,0.624587855713807,0.693795650561503
"750",0.00600000000000001,1.032,0.38622065952846,256,8,8000,1,2,4,1000,0.470794866115935,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.46797009691924,0.623960129225653,7952,0.46797009691924,0.519823776375478,0.623960129225653,0.693098368500637
"751",0.076,1,0.386415754045759,256,8,8000,1,3,1,1000,0.470794866115935,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.435014456291124,0.696023130065799,7392,0.435014456291124,0.483216468180022,0.696023130065799,0.773146349088035
"752",0.005,1.09,0.386287689208984,256,8,8000,1,3,4,1000,0.470794866115935,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.468440891785356,0.749505426856569,7960,0.468440891785356,0.520346737921127,0.749505426856569,0.832554780673804
"753",1,1,0.422750200544085,256,8,9000,1,7,1,1000,0.528810808388246,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0,0,0,0,0,0,0
"754",1,4,0.422587258475167,256,8,9000,1,7,4,1000,0.528810808388246,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0,0,0,0,0,0,0
"755",0,1,0.422874995640346,256,8,9000,1,1,1,1000,0.528810808388246,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.528810808388246,0.604355209586567,9000,0.528810808388246,0.588331738855546,0.604355209586567,0.672379130120624
"756",0.003,1.009,0.422895159040179,256,8,9000,1,1,4,1000,0.528810808388246,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.527224375963081,0.602542143957807,8973,0.527224375963081,0.586566743638979,0.602542143957807,0.670361992730262
"757",0.018,1,0.422609601702009,256,8,9000,1,2,1,1000,0.528810808388246,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.519292213837257,0.692389618449676,8838,0.519292213837257,0.577741767556146,0.692389618449676,0.770322356741528
"758",0.003,1.031,0.422680446079799,256,8,9000,1,2,4,1000,0.528810808388246,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.527224375963081,0.702965834617441,8973,0.527224375963081,0.586566743638979,0.702965834617441,0.782088991518639
"759",0.177,1,0.422834123883929,256,8,9000,1,3,1,1000,0.528810808388246,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.435211295303526,0.696338072485642,7407,0.435211295303526,0.484197021078114,0.696338072485642,0.774715233724983
"760",0.013,1.201,0.422539847237723,256,8,9000,1,3,4,1000,0.528810808388246,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.521936267879199,0.835098028606718,8883,0.521936267879199,0.580683426250424,0.835098028606718,0.929093482000678
"761",1,1,0.456921713692801,256,8,10000,1,7,1,1000,0.586739213754498,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0,0,0,0,0,0,0
"762",1,4,0.456739698137556,256,8,10000,1,7,4,1000,0.586739213754498,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0,0,0,0,0,0,0
"763",0.00900000000000001,1,0.456968579973493,256,8,10000,1,1,1,1000,0.586739213754498,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.581458560830708,0.664524069520809,9910,0.581458560830708,0.647818614673162,0.664524069520809,0.740364131055043
"764",0.01,1.03,0.456744057791574,256,8,10000,1,1,4,1000,0.586739213754498,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.580871821616953,0.663853510419375,9900,0.580871821616953,0.647164912741101,0.663853510419375,0.739617043132686
"765",0.0590000000000001,1,0.456836155482701,256,8,10000,1,2,1,1000,0.586739213754498,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.552121600142983,0.736162133523977,9410,0.552121600142983,0.615133518070076,0.736162133523977,0.820178024093435
"766",0.018,1.106,0.456864493233817,256,8,10000,1,2,4,1000,0.586739213754498,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.576177907906917,0.768237210542556,9820,0.576177907906917,0.641935297284607,0.768237210542556,0.855913729712809
"767",0.323,1,0.456684112548828,256,8,10000,1,3,1,1000,0.586739213754498,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.397222447711795,0.635555916338873,6770,0.397222447711795,0.442556208005783,0.635555916338873,0.708089932809253
"768",0.024,1.376,0.456861223493304,256,8,10000,1,3,4,1000,0.586739213754498,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.57265747262439,0.916251956199024,9760,0.57265747262439,0.638013085692237,0.916251956199024,1.02082093710758
"769",1,1,0.488965715680804,256,8,11000,1,7,1,1000,0.644588866918992,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0,0,0,0,0,0,0
"770",1,4,0.488890511648996,256,8,11000,1,7,4,1000,0.644588866918992,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0,0,0,0,0,0,0
"771",0.018,1,0.489113398960658,256,8,11000,1,1,1,1000,0.644588866918992,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.63298626731445,0.7234128769308,10802,0.63298626731445,0.706128827013068,0.7234128769308,0.80700437372922
"772",0.018,1.054,0.488894326346261,256,8,11000,1,1,4,1000,0.644588866918992,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.63298626731445,0.7234128769308,10802,0.63298626731445,0.706128827013068,0.7234128769308,0.80700437372922
"773",0.096,1,0.489127567836217,256,8,11000,1,2,1,1000,0.644588866918992,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.582708335694769,0.776944447593026,9944,0.582708335694769,0.650041201242172,0.776944447593026,0.86672160165623
"774",0.046,1.231,0.489286695207868,256,8,11000,1,2,4,1000,0.644588866918992,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.614937779040719,0.819917038720958,10494,0.614937779040719,0.685994807505567,0.819917038720958,0.914659743340756
"775",0.495,1,0.488739013671875,256,8,11000,1,3,1,1000,0.644588866918992,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.325517377794091,0.520827804470546,5555,0.325517377794091,0.363131423260284,0.520827804470546,0.581010277216455
"776",0.0659999999999999,1.719,0.4889771597726,256,8,11000,1,3,4,1000,0.644588866918992,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.602046001702339,0.963273602723742,10274,0.602046001702339,0.671613365000209,0.963273602723742,1.07458138400033
"777",1,1,0.519145965576172,256,8,12000,1,7,1,1000,0.702366947999056,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0,0,0,0,0,0,0
"778",1,4,0.518961225237165,256,8,12000,1,7,4,1000,0.702366947999056,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0,0,0,0,0,0,0
